station,mean,std,min,max,abs_mean
032 Pr̩s d'Ar̬nes,0.004629629629629632,0.1413941440595539,-0.3008130081300813,0.25338753387533874,0.004629629629629632
033 Garcia Lorca,0.0073396567299006295,0.13405670129952227,-0.3455284552845529,0.22086720867208676,0.0073396567299006295
034 Vert Bois,0.0049683830171634935,0.30725677862555195,-0.43766937669376693,0.7615176151761517,0.0049683830171634935
035 Malbosc,-0.0029923215898825712,0.10231374787606136,-0.3455284552845529,0.16395663956639567,0.0029923215898825712
036 Occitanie,-0.0485546522131888,0.7085597889653069,-0.989159891598916,1.5067750677506777,0.0485546522131888
037 FacdesSciences,-0.03856142728093947,0.6742696293426298,-1.344173441734417,1.4796747967479673,0.03856142728093947
038 Fac de Lettres,-0.007396115627822941,0.4348645413835117,-0.7967479674796749,0.8035230352303522,0.007396115627822941
039 Aiguelongue,-0.00028229448961155046,0.17520386448111092,-0.505420054200542,0.2872628726287263,0.00028229448961155046
040 Jeu de Mail des Abb̩s,0.000903342366757,0.12677615097775558,-0.3360433604336044,0.21815718157181574,0.000903342366757
041 Eurom̩decine,-0.0025406504065040637,0.06928314269699537,-0.2073170731707317,0.11382113821138212,0.0025406504065040637
042 Marie Caizergues,-0.00011291779584461879,0.148481571959012,-0.3821138211382114,0.37262872628726296,0.00011291779584461879
043 Sabines,0.0050813008130081265,0.08292749348796108,-0.22493224932249328,0.17344173441734417,0.0050813008130081265
044 Celleneuve,0.0012985546522131873,0.07457926157470314,-0.1287262872628726,0.16260162601626016,0.0012985546522131873
045 Jardin de la Lironde,-0.006266937669376693,0.05178549777429956,-0.18292682926829268,0.062330623306233054,0.006266937669376693
046 P̬re Soulas,-0.00869467028003614,0.27357268420165987,-0.6409214092140921,0.5433604336043361,0.00869467028003614
047 Place Viala,-0.012646793134598017,0.30337010179806295,-0.47018970189701914,0.7737127371273713,0.012646793134598017
048 H̫tel du D̩partement,0.0024841915085817567,0.11606898700619729,-0.32655826558265577,0.1924119241192412,0.0024841915085817567
049 Tonnelles,0.0016937669376693779,0.10163838737003342,-0.1802168021680217,0.18834688346883466,0.0016937669376693779
050 Parvis Jules Ferry - Gare Saint-Roch,0.012420957542908772,0.15591882897155224,-0.2384823848238482,0.37533875338753386,0.012420957542908772
051 Pont de Lattes - Gare Saint-Roch,0.006718608852755198,0.07118936836181286,-0.17073170731707318,0.11246612466124661,0.006718608852755198
053 Deux Ponts - Gare Saint-Roch,0.002201897018970191,0.09342018104113776,-0.33739837398373984,0.14092140921409213,0.002201897018970191
054 Providence - Ovalie,-0.0009033423667570012,0.04036003804810094,-0.07588075880758809,0.11111111111111112,0.0009033423667570012
055 P̩rols Etang de l'Or,-0.055894308943089506,0.23706668246597404,-0.5799457994579946,0.3943089430894302,0.055894308943089506
056 Albert 1er - Cath̩drale,0.014509936766034322,0.28285992819229566,-0.3780487804878049,0.8577235772357723,0.014509936766034322
057 Saint-Guilhem - Courreau,0.009372177055103901,0.18904847854270457,-0.38211382113821135,0.40785907859078585,0.009372177055103901
058 Perols etang or,-0.0065210027100271,0.004347848372431167,-0.013550135501355013,-0.0013550135501355014,0.0065210027100271
059 Sud De France,0.011065943992773266,0.1256827138806813,-0.24932249322493222,0.42140921409214094,0.011065943992773266
060 Comedie Baudin,0.00479900632339657,0.059835750432749794,-0.12330623306233061,0.09756097560975609,0.00479900632339657
061 Jean de Beins,0.006266937669376693,0.043494278555429026,-0.058265582655826556,0.11653116531165311,0.006266937669376693
098 AtelierTAM,-0.05380532971996387,0.17045677971817197,-0.5054200542005419,0.21544715447154472,0.05380532971996387
099 Smoove,-0.0013550135501355018,,-0.0013550135501355018,-0.0013550135501355018,0.0013550135501355018
099 Station SAV,0.0,0.0005314800410248892,-0.0013550135501355018,0.0013550135501355018,0.0
099 Station SAV Smoove,-0.00031269543464665427,0.0012558383414583993,-0.0027100271002710036,0.0027100271002710036,0.00031269543464665427
