tram_id,tram_name,latitude,longitude,tram_line,network,operator,shelter,bench,osm_id,source,data_retrieved,last_updated,data_version
TR0150,Pérols - Centre,43.5653949,3.9573136,43155,TaM,TaM,unknown,unknown,3119255451,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0151,Écopôle,43.5781392,3.9350421,43207,TaM,TaM,unknown,unknown,3119255452,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0152,Place Carnot,43.6037618,3.8842324,42241,TaM,TaM,unknown,unknown,3122456979,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0153,Voltaire,43.6037185,3.8889694,42239,TaM,TaM,unknown,unknown,3122456986,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0154,Millénaire,43.6033754,3.90986,41203,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3122483715,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0155,Halles de la Paillade,43.627657,3.817535,41103,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123033194,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0156,Plan Cabanes,43.6085626,3.8681304,43237,TaM,TaM,unknown,unknown,3123033195,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0157,Arceaux,43.6100217,3.8615025,43239,TaM,TaM,unknown,unknown,3123033218,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0158,Stade de la Mosson,43.6213447,3.8174028,41163,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123039811,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0159,Tonnelles,43.6135181,3.8395235,43245,TaM,TaM,unknown,unknown,3123039812,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0160,Boutonnet  - Cité des Arts,43.6226771,3.868106,41233,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123093631,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0161,Euromédecine,43.6390018,3.8277875,41109,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123093632,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0162,Saint-Éloi,43.6270802,3.8656448,41235,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123093685,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0163,Stade Philippidès,43.6190802,3.8695186,41231,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123093686,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0164,Université Montpellier - Triolet,43.6291152,3.8614592,41237,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3123093687,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0165,Victoire 2,43.5751577,3.8497681,42263,TaM,TaM,unknown,unknown,3124581464,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0166,Port Marianne,43.601566,3.8994636,41207,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3124627562,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0167,Pérols Étang de l'Or,43.5579564,3.9636474,43201,TaM,TaM,unknown,unknown,3124627566,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0168,Place Carnot,43.6037042,3.8842576,Unknown,TAM,Transports de l'agglomération de Montpellier,unknown,unknown,3124636918,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0169,Rives du Lez - Consuls de Mer,43.6040207,3.8938614,42237,TaM,TaM,unknown,unknown,3124636922,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0170,Juvignac,43.6174206,3.8099711,43101,TaM,TaM,unknown,unknown,3124664050,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0171,Juvignac,43.6175115,3.810219,43257,TaM,TaM,unknown,unknown,3124664051,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0172,Mosson,43.6163397,3.8196588,43255,TaM,TaM,unknown,unknown,3124664054,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0173,Hôpital Lapeyronie,43.6316849,3.8525756,Unknown,TAM,Transports de l'agglomération de Montpellier,unknown,unknown,3124667075,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0174,Aiguelongue,43.626303,3.8832003,Unknown,TAM,Transports de l'agglomération de Montpellier,unknown,unknown,3124671372,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0175,Jeu de Mail des Abbés,43.6204066,3.8840474,Unknown,TAM,Transports de l'agglomération de Montpellier,unknown,unknown,3124671375,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0176,Mosson,43.6162684,3.8197433,41255,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3124678226,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0177,Mosson,43.6162888,3.8198414,41101,TaM,Transports de l'agglomération de Montpellier,unknown,unknown,3124678227,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0178,Lattes Centre,43.570666,3.9052229,43259,TaM,TaM,unknown,unknown,3127567487,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0179,Lattes Centre,43.570728,3.9051692,43163,TaM,TaM,unknown,unknown,3127567488,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0180,Peyrou - Arc de Triomphe,43.6117993,3.8723484,44103,TaM,TaM,unknown,unknown,3728561514,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0181,Saint-Guilhem - Courreau,43.6081132,3.8735064,44204,TaM,TaM,unknown,unknown,3728561636,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0182,Saint-Guilhem - Courreau,43.6081284,3.8735437,44104,TaM,TaM,unknown,unknown,4345616053,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0183,Peyrou - Arc de Triomphe,43.611415,3.8722575,44203,TaM,TaM,unknown,unknown,4345616056,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0184,Albert 1er - Jardin des Plantes,43.6148176,3.8737832,44102,TaM,TaM,unknown,unknown,4345616072,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0185,Albert 1er - Jardin des Plantes,43.6148246,3.873733,44202,TaM,TaM,unknown,unknown,4345616073,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0186,Aiguelongue,43.6262633,3.8832078,Unknown,TAM,Transports de l'agglomération de Montpellier,unknown,unknown,6568530983,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0187,Jeu de Mail des Abbés,43.6204139,3.8840985,Unknown,TAM,Transports de l'agglomération de Montpellier,unknown,unknown,6568557590,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0188,La Condamine,43.5719914,3.8444352,42265,TaM,TaM,unknown,unknown,7726926817,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0189,Garcia Lorca,43.5912508,3.8911346,44106,TaM,TaM,unknown,unknown,8719434195,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0190,Garcia Lorca,43.5911121,3.8909953,44205,TaM,TaM,unknown,unknown,8719434196,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0191,Saint-Éloi - Docteur Pezet,43.6271136,3.8667078,Unknown,TaM,TAM,unknown,unknown,11808212951,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0192,Saint-Éloi - Docteur Pezet,43.6270892,3.866745,Unknown,TaM,TAM,unknown,unknown,11808212967,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0193,Grés de Montpellier,43.5929583,3.8235234,Unknown,TaM,TAM,unknown,unknown,11885076554,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0194,Grés de Montpellier,43.5929292,3.8235291,Unknown,TaM,TAM,unknown,unknown,11885076555,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0195,Parc des Bouisses,43.5930453,3.8295247,Unknown,TaM,TAM,unknown,unknown,11885076556,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0196,Parc des Bouisses,43.593016,3.8295406,Unknown,TaM,TAM,unknown,unknown,11885076557,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0197,Parc Font-Colombe,43.5953475,3.8373379,Unknown,TaM,TAM,unknown,unknown,11885076558,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0198,Parc Font-Colombe,43.595321,3.8373188,Unknown,TaM,TAM,unknown,unknown,11885076559,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0199,Parc Bagatelle,43.5936321,3.8423537,Unknown,TaM,TAM,unknown,unknown,11885076560,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0200,Parc Bagatelle,43.59361,3.8423408,Unknown,TaM,TAM,unknown,unknown,11885076561,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0201,Ovalie,43.5914283,3.8476585,Unknown,TaM,TAM,unknown,unknown,11885076562,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0202,Ovalie,43.5913962,3.8476693,Unknown,TaM,TAM,unknown,unknown,11885076563,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0203,Yves du Manoir,43.5950116,3.8499415,Unknown,TaM,TAM,unknown,unknown,11885076564,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0204,Yves du Manoir,43.5950044,3.8499088,Unknown,TaM,TAM,unknown,unknown,11885076565,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0205,Estanove,43.6007437,3.849339,Unknown,TaM,TAM,unknown,unknown,11885076566,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0206,Estanove,43.600708,3.8493414,Unknown,TaM,TAM,unknown,unknown,11885076567,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0207,Chamberte - Les Roses,43.6026834,3.8546567,Unknown,TaM,TAM,unknown,unknown,11885076568,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0208,Chamberte - Les Roses,43.6026687,3.8546741,Unknown,TaM,TAM,unknown,unknown,11885078569,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0209,Cité Créative - Parc Montcalm,43.6016487,3.8621399,Unknown,TaM,TAM,unknown,unknown,11885078570,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0210,Cité Créative - Parc Montcalm,43.6016123,3.8621132,Unknown,TaM,TAM,unknown,unknown,11885078571,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0211,Place du 8 Mai 1945,43.6012443,3.8679343,Unknown,TaM,TAM,unknown,unknown,11885078572,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0212,Place du 8 Mai 1945,43.6012189,3.8679665,Unknown,TaM,TAM,unknown,unknown,11885078573,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0213,Parc Clemenceau,43.6031532,3.8717667,Unknown,TaM,TAM,unknown,unknown,11885078574,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0214,Parc Clemenceau,43.6033971,3.8721461,Unknown,TaM,TAM,unknown,unknown,11885078575,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0215,Gambetta - Saint-Denis,43.6050726,3.8745319,Unknown,TaM,TAM,unknown,unknown,11885078576,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0216,Université Paul Valéry,43.6298936,3.8696428,Unknown,TaM,TAM,unknown,unknown,11885078578,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0217,Université Paul Valéry,43.6299011,3.8696786,Unknown,TaM,TAM,unknown,unknown,11885078579,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0218,Pôle Chimie Balard,43.634003,3.8679177,Unknown,TaM,TAM,unknown,unknown,11885078580,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0219,Pôle Chimie Balard,43.6340036,3.8679627,Unknown,TaM,TAM,unknown,unknown,11885078581,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0220,CNRS - Zoo de Lunaret,43.6382048,3.8658981,Unknown,TaM,TAM,unknown,unknown,11885078582,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0221,CNRS - Zoo de Lunaret,43.6381895,3.8658642,Unknown,TaM,TAM,unknown,unknown,11885078583,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0222,Plan des 4 Seigneurs,43.64435,3.8612841,Unknown,TaM,TAM,unknown,unknown,11885078584,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0223,Plan des 4 Seigneurs,43.6443746,3.861258,Unknown,TaM,TAM,unknown,unknown,11885078585,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0224,Agropolis,43.6459852,3.8685554,Unknown,TaM,TAM,unknown,unknown,11885078586,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0225,Agropolis,43.6459799,3.8685852,Unknown,TaM,TAM,unknown,unknown,11885078587,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0226,Montferrier-sur-Lez,43.6514109,3.8673637,Unknown,TaM,TAM,unknown,unknown,11885078588,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0227,Montferrier-sur-Lez,43.6513773,3.867372,Unknown,TaM,TAM,unknown,unknown,11885078589,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0228,Clapiers,43.6536272,3.8727181,Unknown,TaM,TAM,unknown,unknown,11885078590,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0229,Clapiers,43.6536115,3.8727724,Unknown,TaM,TAM,unknown,unknown,11885078591,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0230,Gare Sud de France,43.5969149,3.9222649,Unknown,TaM,TAM,unknown,unknown,11891384902,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
TR0231,Gare Sud de France,43.5968999,3.9222244,Unknown,TaM,TAM,unknown,unknown,11891384903,OpenStreetMap,2025-12-16 09:57:42,2025-12-16 10:11:13,1.0
